GSM107072	GSM107073	GSM107074	GSM107075	GSM107076	GSM107077	GSM107078	GSM107079	GSM107080	GSM107081	GSM107082	GSM107083	GSM107084	GSM107085	GSM107086	GSM107087	GSM107088	GSM107089	GSM107090	GSM107091	GSM107092	GSM107093	GSM107094	GSM107095	GSM107096	GSM107097	GSM107098	GSM107099	GSM107100	GSM107101	GSM107102	GSM107103	GSM107104	GSM107105	GSM107106	GSM107107	GSM107108	GSM107109	GSM107110	GSM107111	GSM107112	GSM107113	GSM107114	GSM107115	GSM107117	GSM107118	GSM107119	GSM107120	GSM107121	GSM107122	GSM107123	GSM107124	GSM107125	GSM107126	GSM107127	GSM107128	GSM107129	GSM107130	GSM107131	GSM107132	GSM107133	GSM107134	GSM107135	GSM107136	GSM107137	GSM107138	GSM107139	GSM107140	GSM107141	GSM107142	GSM107143	GSM107144	GSM107145	GSM107146	GSM107147	GSM107148	GSM107149	GSM107150	GSM107151	GSM107152	GSM107153	GSM107154	GSM107155	GSM107156	GSM107157	GSM107158	GSM107159	GSM107160	GSM107161	GSM107162	GSM107163	GSM107164	GSM107165	GSM107166	GSM107167	GSM107168	GSM107169	GSM107170	GSM107171	GSM107172	GSM107173	GSM107174	GSM107175	GSM107176	GSM107177	GSM107178	GSM107179	GSM107180	GSM107181	GSM107182	GSM107183	GSM107184	GSM107185	GSM107186	GSM107187	GSM107188	GSM107189	GSM107190	GSM107191	GSM107192	GSM107193	GSM107194	GSM107195	GSM107196	GSM107197	GSM107198	GSM107199	GSM107200	GSM107201	GSM107202	GSM107203	GSM107204	GSM107205	GSM107206	GSM107207	GSM107208	GSM107209	GSM107210	GSM107211	GSM107212	GSM107213	GSM107214	GSM107215	GSM107216	GSM107217	GSM107218	GSM107219	GSM107220	GSM107221	GSM107222	GSM107223	GSM107224	GSM107225	GSM107226	GSM107227	GSM107228	GSM107229	GSM107230	GSM107231
POP1	6.225634	5.159109	5.207531	5.076978	5.867284	6.056969	4.711931	4.816401	6.440499	6.540513	5.454356	5.485768	4.978549	6.194275	6.302714	6.066871	4.97272	4.754293	5.153754	4.736643	6.095969	6.040636	6.14014	5.889154	5.658619	6.300616	4.783493	4.801544	6.244297	5.684806	6.157299	4.696989	5.449702	5.817697	4.787146	4.962048	4.864472	5.102859	5.924703	4.918133	5.594407	6.22306	5.43461	4.503864	6.406023	5.37036	5.969065	4.607058	4.855217	5.307016	4.512612	4.968459	5.88038	5.794367	5.598722	5.66202	3.820978	5.210048	6.197431	6.135709	5.976478	5.661537	5.700431	4.690446	4.571914	6.0887	5.993465	6.022474	6.490394	5.5352	5.792624	5.563801	5.644737	5.767834	5.36613	5.721435	4.711662	5.548326	6.16725	5.274793	5.267896	6.166864	6.118369	4.456951	4.519418	5.00009	5.759937	5.597014	5.559175	5.99165	6.811856	5.83541	4.459766	6.347105	6.072765	6.366507	4.578196	5.314682	6.041502	5.856036	4.601313	6.043808	5.913045	5.890672	5.711089	4.6339	5.961238	6.047869	5.465476	3.543333	5.778887	4.573305	5.940021	5.016516	5.516151	4.626218	4.724261	5.306092	6.373361	6.144628	6.411404	6.927633	6.488124	6.415957	4.702	6.466788	6.618331	5.399811	4.527056	4.66185	5.906644	6.521789	6.116599	6.92506	5.899701	6.146939	6.152627	6.054325	5.735654	5.812859	5.761553	4.660842	6.268983	5.725751	6.515446	6.71147	5.327823	6.991891	6.08764	5.229278	5.423313	4.522419	5.049405	4.723867	5.611547	4.540392	6.853448	6.257395	6.609863
RPA3	7.711757	7.759103	7.758553	7.246455	7.543611	8.361816	7.727529	7.654392	7.282586	7.749733	7.997601	7.888923	8.357285	8.256169	7.821901	7.929431	8.080207	7.728511	7.350814	7.596024	7.923025	8.24736	8.471739	8.033388	7.99273	7.612503	7.567893	8.10611	7.234792	7.653508	8.184765	8.794841	7.779772	7.946903	7.91409	8.112792	7.042887	7.574621	7.81659	7.18403	7.936052	8.162621	6.934401	7.412195	7.635027	8.207228	7.905906	7.729792	7.702117	7.100304	8.18015	6.948549	7.917984	7.416215	7.384709	7.698968	6.87701	7.441967	7.945234	7.886331	7.751714	8.156497	7.246797	7.374627	7.764133	8.094689	7.270367	7.508207	7.546133	8.036755	7.746584	7.660393	7.679016	7.653475	7.357744	7.64487	9.259528	7.635149	8.623699	8.694431	7.047249	7.899643	7.441383	7.676129	8.500835	8.138148	7.41894	7.806373	7.890345	7.455302	8.767943	7.257115	7.410703	7.836224	7.770217	7.733689	7.73805	7.411461	7.406479	7.416423	7.394605	7.996977	7.7205	7.677168	7.837386	8.070307	7.453545	7.921946	7.42778	7.564431	7.285533	7.751611	7.726351	7.183594	7.025192	7.418613	7.68	7.547689	8.136306	7.508086	8.352226	7.64347	7.911346	7.639706	7.766575	9.226016	7.616885	7.80964	8.050193	7.816175	7.679747	8.528026	7.686745	7.628219	7.745708	8.043957	7.505226	7.880941	8.015248	7.692185	8.084272	7.534156	7.614742	7.422333	7.540356	7.44218	8.378218	7.64995	7.498351	8.306736	7.562548	8.164993	7.533559	8.397935	8.198717	7.82008	7.29834	7.873906	8.370593
SCG2	5.785828	5.751238	5.744606	5.882585	5.953347	5.372529	4.681043	5.607837	5.209845	6.030756	5.038032	5.327789	5.157232	4.86684	5.049507	6.075062	5.462603	5.149977	6.30807	5.544348	5.693615	6.237114	5.78725	5.829752	5.610846	4.898761	5.674072	5.46217	4.433527	6.005416	5.588038	5.043503	5.35873	5.733221	5.268715	5.527884	5.269937	5.636254	5.01437	5.788807	5.230192	5.12675	5.476078	5.750043	5.313213	5.662062	5.121767	5.763851	5.341048	5.827926	5.097211	6.056768	6.299013	5.411633	1.928525	4.016243	6.425508	5.520112	5.501741	5.350712	4.455732	4.165581	5.717579	5.605533	5.827898	4.852643	5.54541	6.067642	5.56307	5.331618	5.622589	4.451072	5.899845	5.585777	6.011341	5.200696	5.243752	5.785326	5.338816	3.944463	4.672225	5.375566	5.593075	5.555843	5.464687	5.129162	5.833326	4.030781	4.978692	5.589368	4.571515	6.277561	5.509904	6.049037	4.891198	5.143006	5.859445	5.840927	5.93419	5.922835	5.411175	5.397921	6.047887	5.46347	5.527518	5.15651	9.767909	5.348459	5.564734	5.944144	5.243799	5.600328	5.568568	6.537869	5.324336	5.637586	5.61033	5.677724	5.085975	4.670913	4.638214	5.13865	4.33082	4.884462	5.515422	4.663917	5.539723	4.941274	5.48057	5.945326	5.375231	5.213829	5.2933	5.655928	5.922051	5.843963	5.818054	5.190404	5.775913	9.216377	5.792091	5.930778	5.514936	5.368284	5.842107	5.856923	5.776103	5.679248	5.622836	5.713521	5.443148	5.779327	5.44708	5.981514	5.381862	5.493771	4.80436	5.181384	5.401678
SDC1	8.873426	8.751239	7.321243	7.85539	7.603822	8.918311	8.633172	8.287199	7.901133	8.974067	9.365683	9.487885	9.468883	8.918356	7.998735	7.22135	8.509495	9.51297	8.813159	9.084844	8.354859	8.340329	8.706514	8.529867	8.137623	8.313644	9.002124	8.793974	8.63985	9.852555	9.48962	8.919856	8.820504	8.701228	8.923831	8.280941	8.949626	8.038847	8.466108	8.980325	7.636978	8.864008	7.789444	8.619589	7.742957	8.120847	8.614341	6.793492	7.851479	7.177321	7.620863	7.801593	8.945945	8.364325	8.675581	8.441785	8.138293	7.574623	7.642763	8.304867	8.562474	8.080481	8.307322	8.070629	8.66836	6.680483	7.898116	9.867106	7.771378	8.563966	8.012284	7.606131	7.632392	8.241112	7.289117	8.610946	8.577697	8.073629	8.289306	7.668736	8.51673	7.517811	8.803787	8.06086	8.037745	7.622428	8.235687	8.318485	8.318374	7.889245	8.317398	7.590603	7.472292	7.048368	9.127719	7.449554	7.870963	8.252475	8.739899	7.55695	9.514984	8.656489	7.887405	8.198993	8.455726	9.101371	8.223482	7.227107	9.276331	9.085492	8.167687	8.837485	8.10052	7.3679	8.395166	8.908485	8.931385	8.402187	7.761763	7.527901	8.32183	8.222505	8.752173	8.146075	9.834695	7.884905	8.081097	9.044534	8.568666	8.841698	9.540294	9.360472	10.107627	10.265007	9.124224	9.038252	8.561092	8.080787	8.625005	7.339929	9.226988	7.737611	7.100932	8.25738	7.228516	8.699454	9.375882	8.607375	8.504182	8.415169	8.115889	8.849066	7.344428	8.167258	7.803634	8.935947	8.75738	8.521046	8.253279
SERPINA1	8.134357	8.295517	7.639893	5.731349	6.440753	7.119723	6.740832	6.761886	6.234263	6.714162	7.665836	6.642048	5.992267	6.539038	6.825974	6.335345	6.240058	7.533407	6.304682	7.730991	6.591046	7.372284	5.791966	6.239758	5.782424	7.063125	6.541314	5.75929	5.30464	5.516673	6.417809	6.393552	7.79733	6.275409	6.921858	6.616631	7.806946	6.390389	6.368528	6.868646	6.571149	6.986686	7.218741	5.485271	6.200879	5.962913	6.118837	5.982101	6.453953	6.266666	6.191977	6.125	6.130478	6.668449	7.980932	6.670967	6.164881	7.598905	7.259864	7.376109	7.202363	6.544885	6.237775	7.02311	6.040598	8.888771	6.269679	7.245484	6.400785	6.916304	5.961693	6.676258	6.027528	8.493411	6.264974	6.813871	8.353015	6.556918	7.848894	6.081725	6.423894	7.200322	6.294811	5.081629	7.250998	7.667838	7.382225	7.001543	5.886402	6.438738	5.737194	5.665752	7.476671	5.580383	7.232952	6.753203	5.503829	5.519006	6.622875	6.251274	6.441247	6.712384	6.142069	6.633647	7.26282	7.446796	8.341524	6.051945	6.668628	6.371452	7.255172	6.736678	6.695808	5.857568	7.140135	6.183864	6.518959	6.521554	5.260495	8.436353	6.284507	6.872275	6.423374	6.231537	6.793723	4.226822	6.113421	8.062125	7.252287	8.423455	8.120923	6.00759	6.58206	6.687356	6.958038	5.59747	6.204723	8.321154	6.973716	8.411373	8.25249	6.57616	6.00294	6.517562	6.246047	8.210768	6.713886	6.671249	6.099458	7.085118	6.793992	7.297019	7.05289	6.73185	8.46385	6.95956	5.720592	7.656508	6.430524
SFPQ	7.465539	7.324141	7.463248	7.610904	7.665132	7.2556	7.579013	7.511018	7.461057	7.515968	7.074532	7.600686	7.039045	7.36409	7.020671	7.338847	7.175304	7.178464	7.428462	7.214185	7.571151	7.414036	7.394287	7.457472	7.572082	7.27796	7.298977	7.165655	7.403893	7.379957	7.249649	7.534221	7.587271	7.466072	7.455713	7.405864	7.458583	7.064869	7.342481	7.42434	7.684063	7.400049	7.342613	7.52959	7.444464	7.582694	7.756872	7.864659	7.349926	7.337472	7.472727	7.345967	7.70585	7.518073	7.45435	7.667378	7.209926	7.487398	7.208041	7.418358	7.354341	7.234462	7.226707	7.295547	7.71793	7.714387	7.47216	7.318653	7.115501	7.361697	7.30712	7.482244	7.522522	7.410756	7.466746	7.838412	7.219213	7.633131	7.108346	7.443026	7.540901	7.575538	7.596926	7.720051	7.260301	7.392477	7.480631	7.547873	7.198959	7.498295	7.310069	7.493727	7.617541	6.853484	7.50605	7.459244	7.829471	7.408445	7.536017	7.661207	7.688543	7.128384	7.735296	7.53193	7.536894	7.544298	7.364037	7.820632	7.729437	7.594408	7.635067	7.473378	7.656836	7.316353	7.30949	7.734696	7.384589	7.703101	7.602485	7.822105	7.497693	7.532187	7.65141	7.549292	7.364681	7.710498	7.760046	7.689348	7.512027	7.147525	7.128502	7.369371	7.35404	7.500797	7.606529	7.543559	7.719851	7.912502	7.722665	7.812256	7.797285	7.825162	7.950248	7.932931	8.213109	7.551806	7.599003	8.011903	7.824128	7.676338	7.725907	7.456942	7.465289	7.325821	7.58332	7.641141	7.977622	7.817033	8.056055
SIAH2	7.192458	8.602304	9.878961	8.148416	7.931033	7.934282	8.079172	7.383685	6.99717	6.190884	7.158928	7.585919	6.400519	8.298035	8.19632	7.834506	8.095519	7.150299	7.429577	8.58138	8.267421	9.013307	7.26126	7.515193	7.924372	7.644169	7.071458	7.948509	6.6666	7.19753	6.832969	7.052393	8.665316	6.608099	7.971032	7.818947	8.032348	6.50844	7.277113	6.362111	7.800844	8.455788	8.237503	7.723077	8.606045	7.110331	9.316743	7.5737	7.284216	6.16328	8.409222	6.489569	6.500499	8.44738	7.331809	8.073127	7.299111	7.800887	6.845475	8.142694	8.284658	7.58588	6.023591	6.904575	8.565621	8.486871	7.567955	6.504238	6.479944	8.574546	7.433081	8.068834	7.298604	8.642692	7.315238	7.411331	9.923959	7.840648	6.515305	8.90028	9.158184	8.164503	7.765659	7.937752	8.6039	7.326836	7.252776	7.703213	9.16651	8.143012	8.50146	7.881831	8.092773	4.6272	7.639767	7.610772	7.822664	6.303145	7.646422	7.167748	7.737939	7.599072	6.177846	7.325199	7.543865	7.579245	8.89164	8.15595	7.510318	7.506326	6.701283	7.001809	7.357707	6.494998	5.908649	7.435598	6.249466	6.664158	6.810214	9.768769	7.351111	7.534449	6.177659	7.960844	6.7979	6.818922	7.785335	9.173331	8.560737	8.907043	7.830902	8.093155	6.624389	6.801648	7.691397	6.912623	6.916476	8.302253	7.847928	8.662289	8.097617	7.532792	6.46074	5.281657	6.362255	7.185756	6.723099	7.584753	7.095426	8.266419	6.558675	7.90975	8.286657	6.430061	8.311764	7.290809	7.076003	8.201688	8.663804
SIRT7	6.990352	7.380741	6.656225	6.811312	6.841213	7.191871	7.070951	6.993443	7.359257	7.190056	7.290195	6.739636	6.931766	6.903166	6.685395	6.904122	6.943124	7.080732	6.738975	6.913123	7.105854	7.572788	6.737224	7.065131	6.761189	7.2086	6.691115	6.811927	6.90675	7.010342	6.569763	6.925541	6.443686	6.860464	6.690914	6.873036	6.620781	6.763413	7.155601	6.440439	6.510233	7.673791	6.916634	6.813697	6.999112	6.71992	6.858097	6.554166	6.781594	6.771294	6.953449	6.647484	6.976087	6.808253	6.651649	6.947821	6.989026	6.811322	7.008181	7.022065	6.703813	6.881518	6.859792	6.401628	6.962391	7.085811	6.541473	6.939379	6.531597	6.889432	6.756846	6.771465	6.6405	7.010883	7.301454	7.226778	6.967989	6.854495	6.54038	7.299675	6.986069	7.116905	6.726766	6.748146	7.014904	6.68025	6.963335	7.567204	6.920299	6.619605	7.433221	7.013914	6.355076	6.647663	6.517787	6.531763	7.04322	6.715888	6.948573	6.553479	6.664069	6.686711	6.806598	6.819363	7.215347	7.02872	6.944701	7.416844	7.017496	6.619767	7.131329	6.950706	6.720589	6.417453	6.827381	6.898927	6.863134	7.360419	8.617107	7.198918	7.134004	7.710268	7.333605	7.742277	7.203663	7.330214	7.106797	7.046549	7.103779	6.922033	6.880245	6.908449	7.275883	6.701197	6.807791	6.814312	6.739644	7.058998	6.474514	6.415654	6.815409	6.866074	6.518134	7.414236	6.753416	6.89647	6.733048	6.844117	6.491966	6.862901	6.62878	7.023201	6.714015	6.486126	6.665113	6.814887	7.692292	6.831141	7.285946
SOCS3	5.794191	5.303254	5.175918	4.347905	5.557841	4.971045	5.633329	5.000495	5.282374	5.512045	6.026847	5.572236	5.615937	5.05915	5.299863	5.44692	5.546325	5.475111	5.637528	5.176051	5.459372	4.928199	5.593207	5.405611	5.045998	5.342835	5.453052	5.829759	4.76014	5.209035	5.027215	5.384852	5.643786	5.854563	5.814171	5.262219	5.914513	5.186613	5.572652	5.270844	4.927624	5.710675	5.030475	5.917196	5.475083	5.71082	5.26266	5.543382	5.11134	6.138195	5.489679	6.244222	5.00693	5.685696	5.015049	5.673989	5.771188	6.028952	6.130479	6.457725	5.210422	5.942175	6.044561	6.471022	5.176768	6.061531	5.814008	5.917423	6.055004	5.596984	5.703871	5.893032	4.86324	5.52067	5.903213	5.82937	5.166407	5.73418	5.109004	5.236316	5.28646	5.751238	5.629036	5.234509	5.525748	5.210695	5.447834	5.46039	5.664172	5.239578	5.434685	5.538743	4.722749	4.953879	4.964773	5.041664	5.808899	5.884892	5.256741	5.57752	5.519127	5.815208	5.400986	5.621056	5.749348	5.662304	5.117478	4.845181	4.929274	5.640371	5.240934	5.779404	5.236672	6.424532	5.831515	5.975044	5.738183	5.093104	5.50605	5.041201	5.748402	5.517224	5.597331	5.53409	5.094356	5.155197	5.843411	5.374391	5.709891	5.592723	4.88702	5.434395	5.134441	6.141527	5.955998	5.341331	5.408313	5.661846	4.757312	5.43629	5.562104	5.459989	5.210198	5.453301	5.264349	5.771006	4.940251	5.262736	5.432219	5.289984	5.58613	5.569445	5.615838	5.648052	5.345841	5.377888	5.552451	5.541905	5.633546
SP100	6.605284	6.111334	6.444231	6.431172	6.353278	6.972125	6.106859	6.155793	6.232357	5.860402	6.471874	6.250372	6.225082	6.005637	6.345948	5.938989	5.396946	6.221932	6.307393	6.326116	6.043249	6.401947	5.936696	6.201646	6.354888	6.869618	6.277346	6.255805	6.602306	6.474842	6.637933	6.422055	6.468284	6.496243	6.709194	6.612902	6.169415	6.652715	6.490459	6.472886	6.444256	6.167563	6.300917	6.194213	5.950676	6.562331	6.587954	6.399349	6.71826	6.402111	7.009399	6.301791	6.467647	6.116867	6.151031	6.493412	5.937165	6.46434	6.35257	6.304327	6.63352	5.918016	6.303073	6.428237	6.348756	5.685476	5.800883	6.34779	5.865222	6.411757	6.087057	6.296105	6.167869	6.569728	6.06424	6.138765	6.204307	6.144822	6.248323	6.490415	6.551223	6.270825	6.580825	6.46048	6.006755	6.282832	6.392749	6.70851	5.993207	6.481806	6.402444	6.503033	6.481707	6.961255	6.361954	6.72393	6.600456	6.440356	6.194026	6.56735	6.32509	6.633598	6.908062	6.161091	6.708053	6.214583	6.576377	6.150443	6.210228	6.584317	6.394569	6.153211	6.291471	6.696587	6.663178	6.086183	6.409912	6.438316	5.673313	6.149917	6.190798	5.694984	6.244651	5.935683	6.319295	5.513809	5.907061	6.351239	6.277844	5.656074	6.477982	5.533089	6.295757	6.197945	6.531048	6.661798	6.481439	6.650929	6.493683	6.45668	6.584187	6.6366	5.757225	6.606664	6.129927	7.074308	6.409222	6.259203	6.608682	6.586925	6.237851	6.704418	6.596517	6.401655	6.788939	6.261483	6.515468	6.514668	6.15133
STX11	2.802008	2.590836	3.382536	2.634013	2.980448	3.147363	2.681432	2.491702	2.8702	2.566088	2.482606	2.594844	3.120215	3.129337	2.745054	3.245437	3.087618	2.712424	2.570867	2.530685	2.472346	2.946326	2.581097	3.452413	2.224318	2.665169	2.936147	3.126526	3.088782	2.758867	2.799324	2.303432	2.676323	2.853131	2.222196	2.993469	3.192214	3.38443	4.644167	2.803125	3.02456	2.538143	4.011463	2.305874	2.838858	2.392411	2.063673	2.9511	2.864583	4.282967	3.352235	3.084675	3.039223	3.505721	2.34038	3.02927	3.885171	2.169957	4.486371	2.537502	3.264556	3.394783	3.154753	2.416332	2.422318	2.479162	3.047104	5.010454	2.588999	2.958859	3.647312	2.91425	3.018134	3.16778	3.0241	3.081778	2.797223	2.717944	3.508012	2.881492	4.291266	3.05721	3.166791	2.442467	2.47957	2.380934	2.731096	4.481771	3.040825	4.918807	3.196372	2.379075	3.498633	3.641267	2.811757	2.252116	2.310591	3.18833	2.687322	3.166406	2.144805	2.388193	2.015377	2.892312	2.930372	4.054623	2.972331	2.152821	2.862944	2.659694	2.280955	2.539696	3.286418	4.404226	2.948129	3.229588	3.074903	2.813602	3.363597	3.48189	3.11777	2.706485	3.019765	2.937858	3.788018	2.549225	4.371177	3.089127	3.53809	3.414727	3.183612	2.856444	3.188945	2.694498	3.953601	4.917919	3.080151	3.932518	2.829757	1.935284	2.864314	2.858597	3.332039	2.888648	2.745091	3.302033	2.109603	2.559782	2.977176	2.85813	3.318727	2.780126	3.046308	2.587771	2.729975	3.374966	2.552166	2.815436	2.326384
TANK	6.825104	6.465239	6.341009	6.826959	6.600273	6.825536	6.593001	7.009437	6.988157	6.163681	6.592784	6.759738	6.792703	6.161757	6.158587	6.321826	6.647928	6.5258	6.619317	6.680018	6.179715	6.767638	6.648537	6.190294	6.941727	6.574009	6.539833	6.769708	7.702612	6.943114	7.099412	6.721714	7.102392	6.523041	6.812082	6.739441	6.738594	6.720693	7.187399	6.602351	6.433843	6.552963	6.847094	6.639181	6.595189	6.998378	6.843156	6.801375	6.937547	7.020435	6.961609	6.597781	7.007985	6.534219	6.550743	6.824962	6.165621	6.57695	6.800961	7.013725	6.513055	6.854146	6.580651	6.962929	6.631133	6.692382	6.696995	7.027418	7.071345	7.002775	6.471002	7.397755	6.667947	6.402224	6.727661	6.821199	6.60352	6.826341	6.929253	6.443751	6.724181	6.595612	6.774426	6.437055	6.777403	6.682266	6.833927	6.927544	6.163834	6.60367	6.77337	6.515665	6.776875	5.271821	6.604277	6.926389	6.716442	7.011494	6.807254	6.807779	6.583886	6.378478	7.329437	6.332212	6.456333	5.865203	6.315448	5.620375	6.696696	6.520485	6.646705	6.707663	6.908993	6.711656	6.875636	6.941675	5.645707	6.784748	6.501208	6.782672	6.567621	5.911577	6.649322	7.006406	6.645014	7.243494	6.199818	6.967836	6.323567	7.01709	6.645034	6.815774	6.522335	6.422974	6.891822	6.830681	6.844434	6.817398	6.603337	6.494828	6.924154	7.216802	7.379512	6.977733	6.917644	6.944531	6.542716	6.880885	7.157596	6.50911	7.123353	7.003658	6.851145	6.750098	6.821372	6.845587	7.307348	7.108823	6.722575
TAPBP	7.120912	6.660956	6.74869	7.052209	7.616375	7.465455	7.22739	6.944226	6.547079	6.410936	7.370585	7.118855	6.381277	7.307392	6.502991	7.357494	6.025294	7.030367	6.682562	6.647672	6.827267	6.604228	6.64357	6.088286	6.196749	7.009102	6.374959	6.555952	6.855221	6.158101	7.065505	7.287359	7.007891	7.017227	7.161506	7.374757	6.774066	7.115913	6.443266	6.52031	7.241972	7.391126	6.930942	6.456696	7.255285	6.067717	7.165784	6.142855	7.131319	6.429566	6.523374	6.234369	6.887302	6.636828	6.552698	7.312039	6.727983	6.253497	7.459284	6.188731	7.315145	6.524256	6.291332	6.335124	7.116738	7.056876	6.264317	7.267405	6.378755	7.242522	6.387356	6.882368	6.938171	7.659409	6.48626	7.155043	7.61566	7.008799	6.988523	7.111539	7.375738	6.673087	7.185196	6.333229	6.975544	7.308627	6.939411	6.528226	6.462048	6.6198	6.017673	7.069303	6.746329	6.208713	6.871672	7.206695	7.164827	6.581474	7.258216	6.473124	6.74348	7.361595	6.800211	7.222811	7.40885	7.571304	7.515298	6.757114	7.273914	6.92938	7.819346	7.161889	7.223933	6.713554	7.340357	6.241328	7.035972	6.6067	5.924354	6.796489	6.593992	6.350336	7.194407	7.738239	6.811316	6.750847	7.089922	7.291593	6.880334	6.730851	6.517048	5.576744	6.594387	6.494086	7.425043	7.472393	7.550468	7.52829	7.277286	6.686792	6.806952	7.599112	6.94541	7.787678	7.219019	7.147326	6.469956	7.421745	7.251328	7.397664	6.386408	7.808907	7.467057	6.427243	7.584095	6.825036	7.081404	7.040849	6.735665
TAPBPL	6.616198	7.016883	6.035389	6.362085	6.505013	5.714558	6.770878	6.109802	6.756569	5.787121	7.248917	5.858646	6.407033	6.671044	6.608926	6.379786	6.068818	6.260717	5.560268	6.607647	6.26356	6.671225	6.251597	6.298383	7.031157	6.790187	6.365774	6.286928	6.184814	6.208504	6.239413	6.21474	6.206376	6.032869	6.186732	6.036513	5.837495	6.111545	5.466508	6.326036	6.762429	6.567349	6.081265	5.151146	6.336434	6.26548	6.014766	6.033883	6.641322	6.48599	7.086081	6.634357	6.11616	6.182088	6.307216	6.792801	5.827899	6.243114	6.988766	6.398105	6.673709	6.128645	6.158327	5.963967	6.099711	6.475648	5.91445	6.250095	5.921025	6.473902	6.071387	6.196354	6.257692	7.353956	6.08082	6.54184	6.925062	6.370877	6.143063	6.598916	6.338403	6.933766	6.231754	6.882572	6.254993	6.672739	6.578635	6.594355	6.252945	6.583519	6.916092	6.365936	6.639565	5.008246	7.219395	6.940284	7.019538	6.266159	6.721392	6.859393	6.556972	6.615127	6.804888	6.613813	6.964218	7.00264	7.090561	7.07408	6.699876	6.168332	6.510768	6.404217	6.542932	6.834341	5.788526	6.021288	6.652533	7.007755	6.508771	6.3644	6.365731	6.316048	6.567557	7.441723	6.719358	6.112343	6.144305	6.662971	6.055567	6.693569	6.482056	5.247234	6.816196	6.713765	6.601666	5.922475	5.834465	6.250681	6.403756	6.357377	6.295609	6.710246	5.092731	6.073066	6.617287	6.619509	6.493664	6.712525	6.28658	6.218266	5.880791	6.756462	6.385133	5.903513	7.197228	6.618531	6.650775	6.647796	5.889633
TNFRSF13B	6.26386	6.240988	6.222772	5.939284	6.435044	6.608252	6.123777	6.310029	6.440307	6.677841	6.360695	6.337476	6.647306	6.20895	6.652456	6.688224	6.414322	5.854203	6.487585	6.242651	6.076281	6.513038	6.093339	5.022516	6.2455	6.079527	6.145447	6.088213	6.146506	6.295708	6.179831	6.428163	6.414746	6.414546	6.130155	6.409507	6.406795	6.80736	6.41321	6.431137	6.218695	6.574458	5.975241	6.71377	6.571608	5.984882	6.317495	6.613628	6.959074	6.475862	7.040006	6.490326	6.438837	6.317077	6.611546	6.295191	6.389534	6.848444	6.477522	6.320892	6.32304	6.141151	6.853793	6.772441	6.45002	6.386992	6.355434	6.733331	6.638794	6.480725	6.745255	6.395685	6.313302	6.477063	6.342042	6.450425	6.468784	6.268749	6.670351	6.443183	6.403114	6.094273	6.593149	6.511225	5.99195	6.192819	6.327594	5.813181	6.573397	6.373097	6.206118	6.21956	6.439332	6.619597	6.453947	6.289577	6.324014	5.74542	5.996889	6.115536	6.133345	6.186469	6.091355	6.069353	6.031875	6.125572	5.990961	6.291388	6.569329	6.335011	6.058303	6.324673	6.17995	6.296637	6.872634	6.08082	6.265305	6.533602	6.045958	6.618226	6.605841	6.826548	6.798113	6.302472	6.315261	6.420233	6.29705	6.290869	6.397111	6.334305	6.493444	6.555399	6.252364	6.461764	6.10208	5.970618	6.051091	6.211116	5.974612	6.017175	6.1683	5.829923	5.972085	5.971195	5.836547	6.218044	6.475934	6.217761	5.841218	6.178323	6.486699	5.600999	6.383656	6.193494	6.355751	6.04115	6.065331	5.864067	6.079192
TNFRSF14	6.292116	5.845764	6.083391	6.801669	6.619442	6.1029	6.744465	5.395101	6.250778	6.208157	6.802934	6.054185	6.433045	6.662599	5.857115	6.657813	5.89891	5.921855	6.142607	6.302387	6.634312	6.050375	5.970131	6.210009	6.39151	6.256374	6.307791	6.003068	6.169838	6.220084	6.267859	6.552947	6.518358	6.078484	6.04535	6.504707	6.023648	6.549991	6.202425	6.335854	6.913336	6.660493	6.145875	5.791666	6.112974	6.800708	6.373479	6.491688	7.091033	6.440655	6.984119	6.106697	5.934854	6.030208	6.219511	6.771457	6.656302	6.405098	6.421174	6.590815	6.296063	5.306088	6.027141	6.584674	6.209147	6.692347	6.542265	5.426108	5.469534	6.614204	5.753907	6.429002	6.354585	6.58883	6.282981	6.377822	6.493006	6.514837	5.868507	6.290919	6.157898	6.747173	6.20481	6.605175	6.157521	6.625645	6.545429	6.738426	6.506658	6.451759	6.28613	6.410462	6.808122	7.882271	6.852977	7.199615	7.174212	6.757039	6.81468	6.96361	6.706567	6.657938	6.901743	6.55919	6.586539	6.878678	6.46426	6.930029	6.723181	6.637	7.12129	6.432577	6.836461	6.801783	7.189398	6.534713	7.445271	7.062097	5.608864	5.903357	6.64277	6.494529	5.253207	5.983536	6.374654	5.932673	5.673815	7.082008	6.879125	6.888123	6.813473	5.934747	6.899353	6.648979	6.779907	6.627405	6.659916	6.470791	6.47302	6.676335	6.658496	6.896922	5.551318	6.945004	6.798693	6.285034	6.426654	6.363265	6.635555	6.758235	6.660476	6.63568	6.285401	6.083808	6.493676	6.692914	6.50385	6.630915	6.118884
