GSM177885	GSM177886	GSM177887	GSM177888	GSM177889	GSM177890	GSM177891	GSM177892	GSM177893	GSM177894	GSM177895	GSM177896	GSM177897	GSM177898	GSM177899	GSM177900	GSM177901	GSM177902	GSM177903	GSM177904	GSM177905	GSM177906	GSM177907	GSM177908	GSM177909	GSM177910	GSM177911	GSM177912	GSM177913	GSM177914	GSM177915	GSM177916	GSM177917	GSM177918	GSM177919	GSM177920	GSM177921	GSM177922	GSM177923	GSM177924	GSM177925	GSM177926	GSM177927	GSM177928	GSM177929	GSM177930	GSM177931	GSM177932	GSM177933	GSM177934	GSM177935	GSM177936	GSM177937	GSM177938	GSM177939	GSM177940	GSM177941	GSM177942	GSM177943	GSM177944	GSM177945	GSM177946	GSM177947	GSM177948	GSM177949	GSM177950	GSM177951	GSM177952	GSM177953	GSM177954	GSM177955	GSM177956	GSM177957	GSM177958	GSM177959	GSM177960	GSM177961	GSM177962	GSM177963	GSM177964	GSM177965	GSM177966	GSM177967	GSM177968	GSM177969	GSM177970	GSM177971	GSM177972	GSM177973	GSM177974	GSM177975	GSM177976	GSM177977	GSM177978	GSM177979	GSM177980	GSM177981	GSM177982	GSM177983	GSM177984	GSM177985	GSM177986	GSM177987	GSM177988	GSM177989	GSM177990	GSM177991	GSM177992	GSM177993	GSM177994	GSM177995	GSM177996	GSM177997	GSM177998	GSM177999	GSM178000	GSM178001	GSM178002	GSM178003	GSM178004	GSM178005	GSM178006	GSM178007	GSM178008	GSM178009	GSM178010	GSM178011	GSM178012	GSM178013	GSM178014	GSM178015	GSM178016	GSM178017	GSM178018	GSM178019	GSM178020	GSM178021	GSM178022	GSM178023	GSM178024	GSM178025	GSM178026	GSM178027	GSM178028	GSM178029	GSM178030	GSM178031	GSM178032	GSM178033	GSM178034	GSM178035	GSM178036	GSM178037	GSM178038	GSM178039	GSM178040	GSM178041	GSM178042	GSM178043	GSM178044	GSM178045	GSM178046	GSM178047	GSM178048	GSM178049	GSM178050	GSM178051	GSM178052	GSM178053	GSM178054	GSM178055	GSM178056	GSM178057	GSM178058	GSM178059	GSM178060	GSM178061	GSM178062	GSM178063	GSM178064	GSM178065	GSM178066	GSM178067	GSM178068	GSM178069	GSM178070	GSM178071	GSM178072	GSM178073	GSM178074	GSM178075	GSM178076	GSM178077	GSM178078	GSM178079	GSM178080	GSM178081	GSM178082
NRG1	6.876611	5.32244	5.078275	4.767207	4.630149	4.801432	4.427365	5.548049	3.941387	4.848151	5.198483	5.671518	5.618531	4.5334	4.621409	4.682307	6.897522	4.704336	5.72859	5.895817	5.861252	5.497174	4.921526	5.595934	5.163302	6.495725	4.826162	6.899159	5.390257	4.419321	4.442401	4.992474	5.442719	5.792116	4.892665	4.389027	5.01467	4.901424	5.872995	4.649659	4.68294	5.058135	5.915668	5.957984	4.941924	5.39361	5.225175	5.067139	4.982877	5.214564	5.590971	4.934734	5.70834	5.516401	4.746314	4.739347	5.336258	5.421046	4.644446	5.663305	5.119526	4.918379	5.40445	5.499639	4.519432	5.339917	5.738651	5.981643	5.53819	8.091943	5.196072	6.899456	5.509319	5.718546	5.024972	5.928601	5.611399	4.954525	4.31918	6.644423	4.933696	5.063039	5.209955	7.678554	4.536353	5.731033	4.905243	5.895137	5.483455	4.536927	5.13854	5.748475	5.311968	4.973577	5.837346	5.217102	5.92263	4.427909	5.783895	4.907007	5.073675	5.175615	4.830844	5.705532	5.284559	5.632749	5.635557	5.822456	5.187284	5.319119	5.329833	4.661592	5.061892	5.188183	6.626363	5.814661	6.440557	5.122906	4.316739	4.366671	5.078504	5.282574	4.82978	5.797453	5.941688	5.231101	5.483241	5.057967	4.740158	3.734402	5.192099	5.660348	4.337896	6.07701	5.425507	6.579379	5.345543	5.385167	4.851086	5.475247	3.533797	5.219401	5.67502	5.398823	6.813527	4.29003	4.225319	5.295587	5.386314	5.874633	4.976781	5.147272	3.854188	4.844202	6.193294	5.349808	5.499876	5.482424	6.485494	5.576174	4.514129	5.467709	5.378126	4.997011	5.178628	5.20842	5.098534	5.211302	4.316609	4.980254	5.371115	6.355701	4.62441	5.72649	4.758168	4.893368	6.322955	5.422216	5.023512	5.294623	5.892293	5.508137	5.656853	5.385528	4.5510253	4.757616	4.775627	5.114965	4.654232	4.573606	5.697158	5.117588	5.276425	6.087233	5.069407	4.000065	5.754156	5.242421
NUP43	9.915205	9.740904	10.475605	9.743159	9.435391	9.64916	9.878685	10.450206	10.279575	10.604157	9.782126	10.848346	9.20163	9.242921	10.187867	9.690383	10.85512	10.377529	9.864226	10.821486	11.903866	10.017668	10.475607	10.164323	10.328874	9.675768	10.278301	10.612308	9.412252	10.683806	10.492259	10.015648	10.894262	10.435738	10.885147	10.77281	9.820553	10.881449	9.696375	9.07599	11.164465	9.874339	11.020477	10.025052	9.802455	9.682	10.186113	9.741126	9.502902	10.00355	9.907032	10.797397	9.796428	9.760237	10.30366	9.228393	10.021371	10.664486	9.980516	9.58648	10.172245	9.695294	10.904366	10.604187	10.0932	10.502502	10.074957	10.422319	9.57278	10.948863	9.497977	9.946082	10.698345	10.768082	10.535501	9.999814	10.032951	8.855692	10.516874	9.645369	9.922577	10.462882	10.382213	9.9229	10.405807	9.719704	11.297368	10.483344	10.199652	11.139741	10.549219	10.256868	9.869698	10.02699	10.662997	9.284026	10.713622	11.380458	10.748592	9.770963	10.575093	9.474836	10.535042	10.42284	10.390427	10.65017	10.655338	10.452994	9.705777	8.91718	10.98516	9.689082	9.880549	10.046882	10.429693	9.4803	10.951021	9.766209	10.116725	9.635235	10.065816	10.109329	10.073335	9.862622	10.310321	9.889071	10.120686	9.550652	10.696816	10.757714	10.433735	9.773939	10.395412	10.116313	10.702536	10.090179	9.598159	10.72845	9.778533	10.298887	9.941508	9.566212	10.094444	10.506177	10.105231	9.601779	10.161301	10.585752	10.699087	9.685092	10.465418	9.319887	9.795598	10.385266	9.860533	10.491583	10.409298	9.895556	9.932252	10.730068	10.289302	9.900676	9.401817	9.397757	10.497386	10.39229	10.146038	10.084518	10.94967	9.934645	8.461643	9.545962	10.108754	11.795028	10.125183	9.538808	11.856249	9.73073	10.610166	10.188759	10.677219	10.020129	10.222251	10.02642	10.6489318	10.584708	10.070846	10.067086	9.429066	9.419342	10.192301	9.463881	9.951333	10.483153	10.535794	9.617915	9.345662	9.686016
PARP12	9.323883	10.124659	9.416389	9.993777	10.504019	9.326302	8.77625	8.965469	10.781504	8.729798	9.30015	9.373579	9.072462	9.680833	10.133288	9.654887	10.618012	10.031506	9.956645	10.241678	9.769062	8.53501	9.667049	10.157763	10.470836	9.61168	9.359377	9.723959	10.19441	10.09352	10.160889	10.179517	9.049824	9.674932	8.237035	10.029172	9.256888	9.356338	10.316827	9.4991	9.825066	9.329941	9.406948	9.903539	10.802587	9.403487	9.423768	9.040854	9.52027	10.726083	10.64616	9.375946	11.603326	10.031114	9.357991	10.330565	10.239804	10.605662	9.188928	9.208456	10.016018	8.92125	10.374733	9.628833	9.693523	9.332814	9.13237	8.656268	9.441288	9.23696	9.47134	10.827831	8.767884	9.808071	9.829701	9.778741	9.792779	10.087146	10.352502	9.282922	9.444164	10.153802	9.37656	9.905865	8.928481	10.359804	10.561698	9.528327	10.44053	11.014306	11.691995	9.790577	10.107293	11.453609	11.208028	9.704027	10.951788	11.022932	10.331813	9.297866	10.511128	10.612675	9.47288	11.252582	10.81766	10.252095	9.811929	9.95043	9.855425	9.695859	9.277505	8.923244	10.678479	9.527419	9.555582	9.084401	9.78154	9.866141	9.05755	9.884823	10.002509	10.094236	9.825578	9.185473	10.361931	10.064095	10.455802	11.17377	9.08328	10.751085	9.252834	9.907296	10.125099	9.399681	9.677184	10.433508	11.289706	10.934319	12.345198	9.572226	10.220632	9.742377	9.847066	9.722777	9.802953	10.455692	9.90082	9.34922	10.084892	12.651492	10.351812	9.506279	10.924537	9.86903	10.004608	10.405695	9.630013	10.226106	10.080328	10.532632	9.773905	9.323242	9.375982	9.138492	9.044296	9.23362	8.882472	8.768373	9.740062	9.197454	9.790352	10.134594	9.480047	9.018035	10.990765	9.129036	9.660063	9.922623	9.160632	9.471116	9.853883	9.679874	9.413412	9.514386	10.2155791	9.155859	9.434106	10.348279	10.414797	9.553055	10.884176	9.402009	9.113335	9.517891	9.576897	10.299807	10.361881	10.291792
PARP3	7.525409	7.377232	7.345096	8.019284	8.454528	7.390359	6.931009	7.77458	8.250179	8.005855	5.584889	8.026999	6.380591	7.699573	6.790522	7.088417	6.571377	7.032726	7.461039	8.298105	7.444892	6.930665	8.582194	8.327529	6.631808	8.349151	7.994905	8.103974	8.095985	7.419506	5.343292	8.452832	8.301957	6.918468	7.889192	6.438264	7.439376	8.100894	7.876345	7.903045	5.853868	7.765781	6.452698	9.213839	8.621442	8.181157	7.960792	7.755662	7.200742	8.651802	6.699373	7.372474	7.123778	8.847872	6.728077	7.233311	6.191749	8.522734	6.644452	6.494088	8.860529	7.25626	7.635368	5.510228	7.510498	8.310238	8.824273	7.8108	8.021842	3.523557	9.072903	7.236668	7.990635	7.20792	7.877419	7.026135	8.430834	8.032649	6.321106	8.23335	8.911054	7.854216	8.274027	6.589834	7.232539	8.063873	8.434172	8.164318	7.865607	8.815143	7.180021	7.803406	7.129067	7.7451	8.75362	7.491263	7.32258	8.409428	7.041483	8.205886	7.074404	8.035963	7.984769	7.75423	7.866842	7.93716	8.082332	8.124727	7.299943	7.484764	7.764371	8.380388	7.575259	7.095433	6.858813	7.631041	6.90432	8.21328	6.467493	8.02359	6.971647	7.534613	7.566799	8.772236	7.596807	8.659745	8.280967	7.361515	6.056299	7.969865	7.250283	7.199887	7.520142	8.302255	8.472082	7.17786	6.842665	8.356059	8.104402	7.809174	7.859523	8.373183	8.26988	7.249252	7.965226	7.704028	7.516371	8.261066	7.390959	8.240427	6.886811	7.916005	9.300802	8.113031	8.558435	8.253615	7.833142	8.490243	7.28771	8.04343	8.171543	8.692826	8.682811	8.720983	8.034267	6.39101	8.766485	6.710008	7.092053	8.122199	7.716585	8.459932	8.069037	7.623807	7.135438	7.07724	7.867301	7.351837	6.935091	7.96399	7.702884	7.763082	7.651741	8.11616	7.9525271	7.606221	7.22045	8.291854	7.534147	7.462228	8.10731	7.377293	8.258226	5.906228	7.704525	7.139181	8.454417	7.536733
PDCD1	7.354439	7.098817	7.306915	7.513232	7.384489	6.293373	6.361254	6.747014	5.74305	7.196415	6.891927	7.216964	7.471282	7.243162	6.578169	6.366435	6.964565	7.213763	6.500599	6.537853	7.360429	7.88427	6.676078	7.002079	7.398287	7.368676	7.368996	7.935738	6.698407	7.953599	7.399468	6.975775	7.115399	7.908686	7.087187	6.982111	6.96637	4.954227	7.718488	6.763866	7.559062	7.862134	7.734362	4.39943	6.560628	8.065626	5.601824	7.040303	7.379998	7.608292	6.861242	6.639252	7.283893	7.440174	6.958805	7.059644	6.799399	7.256235	6.90085	6.821936	7.031298	7.163074	7.380505	6.772402	7.086158	3.920943	7.610038	7.418305	7.380521	7.305756	7.139303	7.818505	7.850232	6.700885	4.494404	7.46908	6.67619	6.853961	6.861554	5.429572	7.20785	6.216166	7.76682	7.453387	6.784981	6.198191	6.608586	7.996061	6.749931	7.257452	5.616931	6.760119	7.487498	7.745332	5.135211	7.677773	6.99886	6.286808	6.390256	6.904462	8.101734	5.086215	6.603067	7.167216	7.190879	7.491536	6.873793	5.545818	7.458668	7.140348	7.526944	5.388911	7.327218	6.659909	6.744662	6.52806	7.066311	5.682158	5.401191	5.456409	6.222843	4.956466	6.748198	6.904567	6.270914	6.315267	6.461829	7.268543	6.321783	7.112091	5.853783	6.695178	6.608677	5.698278	6.880493	7.083885	7.776135	6.491082	7.856526	6.269086	6.400424	7.053762	6.797637	6.571856	6.812678	3.356601	6.883365	5.998681	7.086449	6.96038	6.801466	6.548904	6.792491	7.128656	7.879133	6.068614	6.376479	7.907038	6.891309	7.51732	7.47034	6.488919	6.880843	7.699452	6.416394	7.134209	7.037367	7.145342	7.258878	4.850519	6.612319	5.046213	6.705874	6.954596	7.309484	6.68224	7.832478	6.292228	7.487374	7.839424	7.437131	7.108708	7.169455	6.908864	7.2726768	6.58867	7.238655	6.126235	6.503851	6.995465	7.580096	6.853528	7.210808	7.191164	6.128003	7.237657	7.745541	6.049264
PGAM1	12.855593	12.425351	12.232345	12.608775	12.363767	12.233473	13.016158	12.23167	12.361994	12.31369	12.479147	11.854758	12.121892	12.540859	12.494599	12.551285	12.168088	13.054515	12.333907	12.049247	11.892547	11.823485	11.646627	12.078542	11.866501	12.407745	11.894375	11.555487	13.004049	11.741989	12.252159	12.828985	11.806521	11.587076	11.774797	11.587671	11.647278	12.38756	12.738335	12.144265	12.049794	12.22307	11.767307	12.731216	12.65179	11.103528	12.559595	12.599105	12.656422	12.454434	12.592898	12.456632	12.271192	12.170666	12.507755	11.781502	12.705803	12.209337	12.288988	12.859767	12.317471	12.477938	11.819116	12.400158	12.381239	12.209599	11.926907	12.73605	12.036269	12.100363	12.189654	12.63271	12.075571	11.928571	12.831809	12.623835	12.244671	12.583038	12.662194	12.424443	11.747803	12.212203	12.233598	12.490453	12.66077	12.752406	11.700215	11.74665	12.232261	12.263997	12.798588	11.727262	12.433461	11.789952	12.450764	12.383786	12.465975	11.724351	12.59954	11.808903	11.783852	11.835309	11.626557	12.004586	12.129804	11.572833	11.713332	11.899971	11.420718	12.184141	12.061665	11.683828	11.922738	11.894129	11.79107	12.47967	11.623499	11.872805	11.863539	11.766233	12.180561	12.426434	12.257244	11.730219	12.64574	12.205775	11.823554	12.874522	11.21491	11.818642	11.9331	12.130762	13.078745	12.405723	11.824284	12.336654	11.560571	11.949458	11.899784	11.403578	12.504023	11.969117	12.255531	11.798563	11.152144	11.659866	11.798339	11.847207	11.179324	11.690878	12.262863	11.695719	12.067557	12.081222	11.30373	12.029004	12.091259	11.678555	11.177186	11.19012	11.594304	12.489403	11.627536	12.313165	11.793708	12.779037	11.702459	12.442185	12.457542	12.036563	13.690984	12.878696	12.156948	12.389431	13.220437	12.869433	12.329648	12.500846	12.638134	12.085839	12.711423	12.362294	12.024522	12.73614	12.1228494	12.983803	11.863664	12.702873	12.106213	11.874888	12.7892	12.199758	12.329488	13.077312	12.906811	12.304542	12.301478	12.495236
PGK1	12.279596	11.177402	10.764508	10.944723	9.990643	10.218928	11.370377	10.061162	10.30763	10.328635	11.395795	10.1042	10.18581	10.551623	10.487286	11.036599	10.213245	11.786404	11.298194	10.347744	8.896315	10.847024	9.910099	10.165665	10.086281	10.802737	9.385824	9.865938	10.530995	10.201953	10.131856	9.300611	10.153599	10.912968	9.861457	9.587274	10.269635	10.47787	10.230521	11.053735	10.820754	10.691106	10.494319	10.140156	10.652652	9.994656	10.135395	10.70267	10.889121	10.642087	10.210729	10.085001	10.440397	10.158555	10.765397	10.259372	10.370843	10.440208	11.127135	11.488664	10.277038	10.788521	10.358877	11.134529	9.874475	10.261766	10.12614	9.985852	10.742476	10.668664	9.390522	10.637217	10.523156	10.257498	11.268198	10.83984	9.592272	10.396514	10.866762	9.362145	10.243922	10.922684	10.231542	10.986852	10.811556	10.048164	10.385919	10.589339	10.979154	10.812537	10.475498	10.311824	12.271869	10.787171	11.506811	10.492394	10.928476	10.04987	11.155874	10.41429	10.736451	10.802073	9.698234	10.293443	9.794425	10.115757	9.93478	9.463532	9.802828	10.046675	9.9553	9.51054	10.102011	10.790976	10.139864	10.424842	9.934389	10.262074	10.729146	10.153328	10.379414	10.607046	10.35013	9.617104	11.187392	10.052309	9.489	10.930417	9.116619	9.790158	10.166533	9.338066	10.779455	10.157778	10.190393	10.188391	10.280379	10.414298	8.652703	8.725001	10.377596	10.148868	9.764332	10.414907	9.351986	9.911903	9.792376	9.78682	8.622308	10.104372	9.685894	10.042908	9.261608	9.876693	9.764896	9.662437	10.382938	9.898426	8.81817	9.469061	9.568002	10.930867	9.779807	10.164252	10.289003	10.906454	9.544167	10.827226	10.740841	9.113374	11.969479	10.767794	10.090298	11.548404	10.801479	11.464719	10.100945	10.272459	10.263723	9.419571	10.140145	11.459068	10.265283	10.914855	10.5075035	10.809829	10.079093	10.202535	10.618424	10.496202	11.252532	9.16529	10.45074	10.144207	10.436268	10.288433	10.952413	10.804369
PIK3CA	9.756853	8.99003	10.12481	8.156572	7.140424	8.73222	7.447357	9.251467	9.716671	9.742078	9.318699	9.921584	11.307705	8.85787	9.81459	9.35058	9.685901	8.325145	8.128175	9.425263	9.845162	10.109623	9.421788	10.086822	9.495135	8.821144	9.719078	9.432932	8.983402	9.856557	9.126948	9.669557	8.663933	9.587868	9.263036	9.722562	10.193848	6.674271	9.250272	9.199238	9.750405	9.73002	9.914848	6.633478	9.279994	9.259823	8.143763	9.172827	7.712329	8.361562	9.217312	8.442447	9.906217	7.943538	9.281286	9.42908	8.953039	9.496815	9.735223	9.404042	9.108904	9.958899	9.141827	8.792621	8.399171	8.60952	7.188976	8.991033	8.559742	7.304219	9.055201	9.22007	9.846318	9.66419	9.302233	9.406593	8.718771	6.084002	8.650664	9.036398	8.945527	10.242674	8.110693	9.189051	8.145068	8.221951	9.338391	9.653602	8.514102	8.985711	9.715741	9.51352	8.593368	10.361197	9.000917	9.301385	8.363543	8.774589	9.117665	9.196961	9.396847	8.780788	9.388974	10.223374	9.723459	8.313379	9.119632	8.904254	10.256616	7.859258	9.842869	9.375246	9.421804	9.796673	8.916826	9.916115	9.186286	9.695036	9.815501	9.199313	9.369453	9.794767	10.121467	8.997186	9.624888	9.006647	9.598164	9.65127	8.880915	9.749827	9.31458	9.441104	9.208347	9.245861	9.014305	9.852877	10.181445	9.554782	8.450753	10.232986	10.208815	9.309403	9.53886	9.108711	8.884512	9.096115	9.176079	9.675978	9.110598	10.117218	9.810639	9.401607	9.151702	10.126409	9.189561	9.382414	9.751353	10.215882	8.72609	9.24035	10.019814	8.815946	8.52288	8.5495	8.563501	8.100145	10.05998	8.634656	9.276918	9.575808	8.492897	9.676276	9.336002	10.008131	9.68187	9.567999	8.856849	8.58417	9.26326	10.735206	10.170067	8.88817	9.954012	9.49677	9.0321121	7.419106	9.535808	8.759153	8.529915	9.742799	8.846752	9.392847	9.251004	8.61046	10.098328	9.487825	7.793383	6.979121
POP1	6.397989	7.944449	7.171214	9.596515	7.619639	6.729045	7.596922	7.702045	6.390333	6.945315	7.083433	7.83734	7.540354	7.233391	7.171746	8.432336	7.933152	7.213464	7.891539	6.657193	7.787696	7.044437	7.394914	7.121619	8.103536	4.910576	7.829299	7.392069	8.693574	7.065807	6.902487	8.606601	6.748262	7.276396	6.895537	8.952681	6.931752	6.457462	7.842641	7.818908	7.650448	7.680681	7.760437	7.434064	6.70918	7.624181	7.306744	8.140813	6.295308	7.442352	8.280505	6.966506	8.412689	6.329374	7.541045	6.749976	7.541915	7.845223	7.484225	7.462265	7.124136	7.194622	6.268056	6.910142	7.348069	7.198656	6.37544	6.591835	8.14455	8.079335	5.568613	8.720202	7.652901	7.281502	7.057802	8.274811	7.212103	5.551134	6.264255	7.268471	7.51869	7.1455	7.353777	8.049427	6.959971	7.920288	7.220431	7.707519	7.970371	7.533378	7.677591	8.139362	8.376343	7.70363	7.165909	9.605035	6.902354	7.370878	7.914365	5.929047	7.538754	7.633443	7.629722	7.968603	7.711052	7.079321	7.419321	6.647435	7.883166	9.654606	6.398863	6.666872	6.736542	7.463647	7.988791	7.420401	8.486473	4.581855	7.011993	7.161534	6.929192	6.388461	6.842978	6.888502	7.000275	8.160615	7.713893	7.616371	7.919242	7.42688	6.287422	7.474799	7.955212	7.218361	6.363308	6.901874	8.471979	4.937464	8.650675	7.590718	6.986681	8.149966	7.514632	8.214224	6.876128	6.829376	6.90059	7.200165	7.917704	7.997781	7.981169	6.884184	7.198507	7.797215	7.903843	7.406848	3.311063	5.134412	7.639033	8.419953	7.451149	6.716956	7.142305	7.875591	7.822749	6.940654	7.060113	8.131603	6.786716	7.143397	7.08733	7.133163	2.821271	7.626375	7.02254	7.994076	7.208761	7.619167	6.978953	7.408333	7.185112	8.299699	6.37843	7.556893	7.409073	7.498056	7.07313	7.958387	7.391053	7.338168	7.088102	7.046317	6.901578	7.594815	7.158686	7.846076	7.533751	7.862608
RPA3	11.427941	11.433794	9.355587	10.725839	10.387128	11.352039	10.308953	10.163775	10.135416	9.951836	11.576544	11.205338	10.57641	10.298072	11.467667	11.976967	10.225823	11.544736	12.196212	10.244318	10.143251	11.532019	10.760299	10.091082	10.569237	10.940615	9.826931	10.044189	10.926447	10.638256	10.058084	11.043554	10.109229	11.254553	11.437558	9.744097	10.158554	11.057068	10.849747	10.346344	10.112806	11.340335	9.46712	11.217677	11.814198	10.40161	9.767354	9.953183	11.117201	11.282695	10.384464	10.988902	10.33775	10.277786	10.690951	10.707344	11.463055	10.518605	10.112844	11.889268	10.821495	10.293868	10.646855	12.216254	11.123212	11.035282	11.237858	11.123578	11.475236	10.620359	11.295322	9.000344	11.059332	9.891813	10.562767	10.831418	10.037545	9.810047	11.747165	10.354905	10.461296	9.608418	9.944237	10.489711	11.054568	9.877116	10.433914	11.31254	12.13244	10.456137	10.409672	10.10835	11.008911	9.620705	11.294295	10.664963	10.583824	11.328719	11.006148	11.500211	9.313802	10.897141	9.47059	10.728038	9.585459	9.820872	10.264563	9.724744	9.187721	9.996444	10.005332	9.890752	10.218533	10.414419	9.748142	9.932632	9.318366	10.44084	10.666806	10.273332	10.845146	10.246103	9.902284	9.981344	10.202917	9.991349	9.235881	10.227736	9.952356	11.405171	9.163213	9.765016	10.951896	9.992324	10.259493	9.904614	10.887798	10.180055	8.943174	9.464082	10.873198	10.095566	9.730744	10.50949	9.221813	10.059945	11.204337	10.722006	9.283204	10.929235	9.150479	10.145075	10.416621	10.986359	9.224481	10.509277	10.226288	9.662978	9.239764	9.402955	9.583574	11.056035	10.894611	10.574667	10.825796	10.850262	10.388465	10.77146	11.073903	9.783536	11.227366	10.425873	12.194952	10.894145	10.539015	10.897173	11.249588	10.551663	11.858165	10.95316	10.408039	10.443578	9.877668	11.324892	10.5671889	9.63199	10.498317	11.067073	10.293675	10.337947	11.231454	10.619712	10.499997	11.511567	11.270696	11.333608	10.14218	10.922575
SCG2	6.358586	4.038895	5.157659	4.64324	7.347852	6.641003	5.309381	6.945422	5.981799	6.314236	6.44812	6.795873	5.101497	5.508518	5.950559	6.205444	5.382256	4.149904	6.118632	4.204611	6.004307	6.536656	6.111823	5.283719	1.811129	2.03096	6.131563	6.399543	6.205896	6.225333	5.894847	5.759055	5.0799	6.653104	5.267507	5.701819	5.776124	5.697863	5.96041	5.299965	5.556561	6.73425	5.721174	4.991677	5.968238	6.874402	3.737834	6.544092	5.054716	6.134794	5.36115	6.385712	6.892765	5.379928	3.617518	6.403347	5.525709	6.166369	6.105904	6.114498	6.747807	6.384787	5.215276	6.084691	5.639259	6.540847	5.235421	6.65798	6.27591	6.946525	6.433577	6.807323	7.350703	6.37345	5.083274	6.68437	6.22277	5.161524	6.55804	2.575482	6.27241	5.840632	4.515827	6.015276	6.297283	6.186371	6.047599	6.004765	6.058368	5.510444	5.70908	5.526301	7.405113	5.644382	6.437062	5.910898	6.483744	6.633406	6.290774	6.231892	4.523274	6.194119	6.928039	5.379293	5.520188	7.010133	2.925843	5.757808	6.051076	7.106529	5.841842	5.839376	6.93553	5.779039	4.323213	4.369922	6.405101	6.070522	5.400521	6.855493	6.521688	4.895855	6.880791	6.289721	7.661099	5.228843	5.481051	3.501621	6.881942	6.503824	6.075284	5.917695	6.120207	7.13407	4.393555	5.252473	6.26695	5.423169	6.132557	3.112073	3.617095	5.868519	6.019133	7.113985	6.526778	5.691377	6.653377	7.175313	5.848393	1.683057	6.067336	6.112283	4.176696	6.128183	5.441383	2.542318	6.509563	6.687829	4.791928	5.882782	6.088327	6.677526	5.161125	11.978101	5.900912	5.208252	5.407645	6.101005	5.293139	7.236574	6.24933	5.893251	4.861342	6.162395	6.625241	5.876592	5.768065	4.600314	4.628063	3.054099	6.218943	5.480248	7.054382	5.596853	6.8776636	5.964912	5.986248	5.483969	6.868733	6.638558	5.485625	7.055762	6.252483	3.053755	6.090509	5.428223	3.251994	6.313533
SDC1	11.304571	8.468014	11.484849	10.45876	9.904329	10.255042	10.140628	9.459246	9.894024	10.474304	10.691893	10.132156	10.45734	11.694941	10.782895	7.821104	12.256151	10.785315	12.112496	11.290984	10.351396	8.671102	8.704945	10.57595	8.955344	11.478164	11.246708	9.692364	12.119687	9.389673	11.306805	9.881065	11.157228	12.692091	8.327399	12.532374	10.213019	9.860536	9.971862	10.163306	9.928697	9.469899	12.518003	12.026409	10.360404	10.876353	11.370187	10.479358	10.674425	9.744456	9.695093	9.417581	10.045882	11.522596	11.585541	9.560556	7.530164	10.243982	11.143115	9.390699	10.484038	10.325607	11.152318	11.263887	8.887286	10.477058	10.112145	10.528498	10.323847	9.707574	10.375925	10.31053	9.575466	11.084607	12.048474	10.106162	11.261792	11.647654	10.220242	10.927273	10.216459	11.12277	11.29105	11.14154	11.239822	11.42535	9.219673	10.561219	11.323399	11.000924	9.737342	10.75667	11.004264	8.765312	11.045848	9.202687	11.933319	9.922847	11.188236	11.104101	11.153777	11.435825	9.065936	7.001254	10.634736	11.670215	10.096922	11.226281	9.302376	11.930064	11.103776	11.173011	11.175725	11.899551	10.765166	11.95339	11.230001	10.205302	11.718091	11.581164	11.286079	11.61561	10.608086	11.112844	12.393617	12.574439	9.480466	9.76066	10.359954	9.99886	11.930291	12.199748	12.764562	8.986939	10.825459	11.560819	10.095307	9.500673	9.670617	10.708181	10.194072	10.519107	11.361812	12.205033	11.548463	10.878127	10.428992	10.807092	11.439746	8.042258	10.493752	10.832723	11.104837	11.613681	11.616198	10.800842	11.580699	11.589676	11.725196	11.244238	10.147961	11.460443	11.322765	8.903054	9.197687	10.22162	10.477947	10.337019	9.863599	8.950405	9.614772	10.844405	7.806514	11.169745	10.703827	10.104427	9.911477	11.871291	11.271881	11.469238	10.909868	11.533684	11.393717	11.050796	10.5049632	9.043496	10.184998	9.638078	12.265636	10.602221	10.484947	11.024771	10.036339	10.373843	12.034752	8.492445	9.180809	10.078108
